Frame, Root_X, Root_Y, Root_Z, Sacrum_X, Sacrum_Y, Sacrum_Z, Left Pelvis_X, Left Pelvis_Y, Left Pelvis_Z, Right Pelvis_X, Right Pelvis_Y, Right Pelvis_Z, Left Upper Leg_X, Left Upper Leg_Y, Left Upper Leg_Z, Right Upper Leg_X, Right Upper Leg_Y, Right Upper Leg_Z, Left Lower Leg_X, Left Lower Leg_Y, Left Lower Leg_Z, Right Lower Leg_X, Right Lower Leg_Y, Right Lower Leg_Z, Left Outside Heel_X, Left Outside Heel_Y, Left Outside Heel_Z, Left Inside Heel_X, Left Inside Heel_Y, Left Inside Heel_Z, Right Inside Heel_X, Right Inside Heel_Y, Right Inside Heel_Z, Right Outside Heel_X, Right Outside Heel_Y, Right Outside Heel_Z, Left Outside Foot_X, Left Outside Foot_Y, Left Outside Foot_Z, Left Inside Foot_X, Left Inside Foot_Y, Left Inside Foot_Z, Right Inside Foot_X, Right Inside Foot_Y, Right Inside Foot_Z, Right Outside Foot_X, Right Outside Foot_Y, Right Outside Foot_Z, Upper Spine_X, Upper Spine_Y, Upper Spine_Z, Chest_X, Chest_Y, Chest_Z, Left Clavicle_X, Left Clavicle_Y, Left Clavicle_Z, Left Lower Shoulder_X, Left Lower Shoulder_Y, Left Lower Shoulder_Z, Left Upper Arm_X, Left Upper Arm_Y, Left Upper Arm_Z, Left Lower Arm_X, Left Lower Arm_Y, Left Lower Arm_Z, Left Palm_X, Left Palm_Y, Left Palm_Z, Right Clavicle_X, Right Clavicle_Y, Right Clavicle_Z, Right Lower Shoulder_X, Right Lower Shoulder_Y, Right Lower Shoulder_Z, Right Upper Arm_X, Right Upper Arm_Y, Right Upper Arm_Z, Right Lower Arm_X, Right Lower Arm_Y, Right Lower Arm_Z, Right Palm_X, Right Palm_Y, Right Palm_Z, Neck_X, Neck_Y, Neck_Z, Head_X, Head_Y, Head_Z, Left Thumb Carpal_X, Left Thumb Carpal_Y, Left Thumb Carpal_Z, Left Thumb Metacarpal_X, Left Thumb Metacarpal_Y, Left Thumb Metacarpal_Z, Left Thumb Proximal Phalanx_X, Left Thumb Proximal Phalanx_Y, Left Thumb Proximal Phalanx_Z, Left Thumb Distal Phalanx_X, Left Thumb Distal Phalanx_Y, Left Thumb Distal Phalanx_Z, Left Index Carpal_X, Left Index Carpal_Y, Left Index Carpal_Z, Left Index Metacarpal_X, Left Index Metacarpal_Y, Left Index Metacarpal_Z, Left Index Proximal Phalanx_X, Left Index Proximal Phalanx_Y, Left Index Proximal Phalanx_Z, Left Index Middle Phalanx_X, Left Index Middle Phalanx_Y, Left Index Middle Phalanx_Z, Left Index Distal Phalanx_X, Left Index Distal Phalanx_Y, Left Index Distal Phalanx_Z, Left Middle Carpal_X, Left Middle Carpal_Y, Left Middle Carpal_Z, Left Middle Metacarpal_X, Left Middle Metacarpal_Y, Left Middle Metacarpal_Z, Left Middle Proximal Phalanx_X, Left Middle Proximal Phalanx_Y, Left Middle Proximal Phalanx_Z, Left Middle Middle Phalanx_X, Left Middle Middle Phalanx_Y, Left Middle Middle Phalanx_Z, Left Middle Distal Phalanx_X, Left Middle Distal Phalanx_Y, Left Middle Distal Phalanx_Z, Left Ring Carpal_X, Left Ring Carpal_Y, Left Ring Carpal_Z, Left Ring Metacarpal_X, Left Ring Metacarpal_Y, Left Ring Metacarpal_Z, Left Ring Proximal Phalanx_X, Left Ring Proximal Phalanx_Y, Left Ring Proximal Phalanx_Z, Left Ring Middle Phalanx_X, Left Ring Middle Phalanx_Y, Left Ring Middle Phalanx_Z, Left Ring Distal Phalanx_X, Left Ring Distal Phalanx_Y, Left Ring Distal Phalanx_Z, Left Pinky Carpal_X, Left Pinky Carpal_Y, Left Pinky Carpal_Z, Left Pinky Metacarpal_X, Left Pinky Metacarpal_Y, Left Pinky Metacarpal_Z, Left Pinky Proximal Phalanx_X, Left Pinky Proximal Phalanx_Y, Left Pinky Proximal Phalanx_Z, Left Pinky Middle Phalanx_X, Left Pinky Middle Phalanx_Y, Left Pinky Middle Phalanx_Z, Left Pinky Distal Phalanx_X, Left Pinky Distal Phalanx_Y, Left Pinky Distal Phalanx_Z, Right Thumb Carpal_X, Right Thumb Carpal_Y, Right Thumb Carpal_Z, Right Thumb Metacarpal_X, Right Thumb Metacarpal_Y, Right Thumb Metacarpal_Z, Right Thumb Proximal Phalanx_X, Right Thumb Proximal Phalanx_Y, Right Thumb Proximal Phalanx_Z, Right Thumb Distal Phalanx_X, Right Thumb Distal Phalanx_Y, Right Thumb Distal Phalanx_Z, Right Index Carpal_X, Right Index Carpal_Y, Right Index Carpal_Z, Right Index Metacarpal_X, Right Index Metacarpal_Y, Right Index Metacarpal_Z, Right Index Proximal Phalanx_X, Right Index Proximal Phalanx_Y, Right Index Proximal Phalanx_Z, Right Index Middle Phalanx_X, Right Index Middle Phalanx_Y, Right Index Middle Phalanx_Z, Right Index Distal Phalanx_X, Right Index Distal Phalanx_Y, Right Index Distal Phalanx_Z, Right Middle Carpal_X, Right Middle Carpal_Y, Right Middle Carpal_Z, Right Middle Metacarpal_X, Right Middle Metacarpal_Y, Right Middle Metacarpal_Z, Right Middle Proximal Phalanx_X, Right Middle Proximal Phalanx_Y, Right Middle Proximal Phalanx_Z, Right Middle Middle Phalanx_X, Right Middle Middle Phalanx_Y, Right Middle Middle Phalanx_Z, Right Middle Distal Phalanx_X, Right Middle Distal Phalanx_Y, Right Middle Distal Phalanx_Z, Right Ring Carpal_X, Right Ring Carpal_Y, Right Ring Carpal_Z, Right Ring Metacarpal_X, Right Ring Metacarpal_Y, Right Ring Metacarpal_Z, Right Ring Proximal Phalanx_X, Right Ring Proximal Phalanx_Y, Right Ring Proximal Phalanx_Z, Right Ring Middle Phalanx_X, Right Ring Middle Phalanx_Y, Right Ring Middle Phalanx_Z, Right Ring Distal Phalanx_X, Right Ring Distal Phalanx_Y, Right Ring Distal Phalanx_Z, Right Pinky Carpal_X, Right Pinky Carpal_Y, Right Pinky Carpal_Z, Right Pinky Metacarpal_X, Right Pinky Metacarpal_Y, Right Pinky Metacarpal_Z, Right Pinky Proximal Phalanx_X, Right Pinky Proximal Phalanx_Y, Right Pinky Proximal Phalanx_Z, Right Pinky Middle Phalanx_X, Right Pinky Middle Phalanx_Y, Right Pinky Middle Phalanx_Z, Right Pinky Distal Phalanx_X, Right Pinky Distal Phalanx_Y, Right Pinky Distal Phalanx_Z, Left Tip Toe_X, Left Tip Toe_Y, Left Tip Toe_Z, Right Tip Toe_X, Right Tip Toe_Y, Right Tip Toe_Z, Tailnode_X, Tailnode_Y, Tailnode_Z
0, 1.82584, 0.480065, 26.2178, 1.22289, 0.518072, 28.4369, 2.00166, 5.32226, 26.1827, 1.67929, -3.55623, 26.2472, 1.01238, 5.94663, 6.98559, 0.916131, -2.41561, 7.12634, 2.89211, 4.60748, -9.62717, 2.55447, -4.88814, -9.62306, 2.13301, 5.43402, -12.2375, 1.99896, 4.75091, -11.7095, 1.54538, -4.47807, -11.8508, 1.23229, -4.8972, -11.4584, 10.3331, 1.8174, -12.0873, 9.83648, -0.573456, -11.5408, 7.63354, -9.89644, -12.1813, 6.39427, -11.3783, -11.2927, 2.1322, 0.374994, 36.4759, 1.96734, 0.364033, 47.8644, 3.62888, 5.07055, 41.1228, 4.77659, 9.85154, 41.3318, 6.20037, 11.1861, 28.8192, 8.6156, 11.458, 18.2624, 8.7271, 11.6128, 17.6151, 0.601504, -4.01005, 41.5309, 0.405516, -8.92668, 41.6153, 2.02221, -11.0316, 29.068, 4.0658, -12.4045, 18.5001, 4.07383, -12.4936, 17.8422, 2.2719, 0.343574, 52.2047, 4.74962, 0.736596, 58.0641, 9.07056, 10.9552, 16.6961, 9.65703, 10.5009, 15.8657, 10.1877, 10.0246, 15.0104, 10.745, 9.58342, 14.1532, 9.23769, 11.3437, 16.8179, 9.49803, 11.7051, 15.3073, 9.39155, 11.882, 13.7462, 8.91164, 11.8917, 12.2463, 8.49572, 11.8281, 11.5807, 8.85722, 11.7934, 16.8599, 9.18258, 12.2451, 14.9717, 9.04747, 12.3673, 13.4074, 8.52204, 12.2508, 11.9274, 8.08401, 12.084, 11.2948, 8.47675, 12.2431, 16.9019, 8.73709, 12.6045, 15.3913, 8.54862, 12.7117, 13.8316, 8.05551, 12.5711, 12.7675, 7.54048, 12.3532, 12.2132, 8.09628, 12.6928, 16.9439, 8.29151, 12.9638, 15.811, 8.17393, 12.9539, 14.6358, 7.89021, 12.7686, 13.9251, 7.43088, 12.4364, 13.3786, 4.69864, -11.9744, 16.9849, 5.40706, -11.8185, 16.1399, 6.0688, -11.6649, 15.2576, 6.61341, -11.5466, 14.2935, 4.64139, -12.4069, 17.0428, 4.66049, -12.6184, 15.4822, 4.55922, -12.506, 13.9148, 4.31518, -12.0868, 12.4165, 4.11454, -11.7407, 11.7383, 4.08337, -12.5993, 17.062, 4.10721, -12.8635, 15.1114, 3.90063, -12.7331, 13.5556, 3.49634, -12.2608, 12.1088, 3.21612, -11.8657, 11.488, 3.52534, -12.7916, 17.0812, 3.54444, -13.0031, 15.5207, 3.47529, -12.6305, 13.9922, 3.23179, -11.9944, 13.0272, 2.88881, -11.444, 12.5808, 2.96732, -12.9839, 17.1005, 2.98163, -13.1425, 15.9301, 2.90756, -12.9794, 14.7627, 2.78165, -12.6719, 14.0488, 2.56857, -12.1995, 13.456, 10.7526, 1.07933, -11.5517, 6.34458, -11.1257, -11.5498, -2.70913, 0.661829, 28.5733
1, 1.82579, 0.480634, 26.2179, 1.22326, 0.518514, 28.4371, 2.00188, 5.32282, 26.1831, 1.67901, -3.55566, 26.247, 1.01166, 5.94855, 6.98609, 0.915854, -2.41503, 7.12618, 2.89059, 4.60801, -9.62663, 2.55081, -4.88864, -9.6234, 2.13149, 5.43454, -12.237, 1.99744, 4.75144, -11.709, 1.54171, -4.47856, -11.8512, 1.22862, -4.8977, -11.4587, 10.3316, 1.81793, -12.0867, 9.83496, -0.572931, -11.5403, 7.62988, -9.89693, -12.1816, 6.3906, -11.3788, -11.293, 2.13343, 0.374344, 36.476, 1.96882, 0.361615, 47.8645, 3.63124, 5.06884, 41.1236, 4.78092, 9.84935, 41.3327, 6.2066, 11.1825, 28.8201, 8.6244, 11.4526, 18.2639, 8.73589, 11.6074, 17.6166, 0.601893, -4.01117, 41.5304, 0.404554, -8.92777, 41.6131, 2.02124, -11.0326, 29.0658, 4.06451, -12.4054, 18.4978, 4.07255, -12.4945, 17.8399, 2.27348, 0.340494, 52.2048, 4.75116, 0.733089, 58.0643, 9.07935, 10.9498, 16.6976, 9.66583, 10.4955, 15.8672, 10.1965, 10.0192, 15.0119, 10.7565, 9.58072, 14.1551, 9.24649, 11.3383, 16.8194, 9.50682, 11.6997, 15.3088, 9.40058, 11.8767, 13.7476, 8.92115, 11.8866, 12.2476, 8.50556, 11.823, 11.5818, 8.86602, 11.788, 16.8614, 9.19138, 12.2397, 14.9732, 9.05646, 12.362, 13.4089, 8.53141, 12.2456, 11.9288, 8.09362, 12.0789, 11.296, 8.48555, 12.2377, 16.9034, 8.74588, 12.5991, 15.3928, 8.55762, 12.7063, 13.8331, 8.0648, 12.5658, 12.7689, 7.55002, 12.3478, 12.2143, 8.10508, 12.6874, 16.9454, 8.30031, 12.9585, 15.8125, 8.18275, 12.9486, 14.6372, 7.8991, 12.7634, 13.9265, 7.43989, 12.4313, 13.3799, 4.69735, -11.9753, 16.9825, 5.40573, -11.8194, 16.1376, 6.06737, -11.6658, 15.2552, 6.61195, -11.5472, 14.2911, 4.6401, -12.4078, 17.0405, 4.6592, -12.6193, 15.4799, 4.55789, -12.507, 13.9125, 4.31383, -12.0879, 12.4142, 4.11321, -11.7419, 11.7359, 4.08208, -12.6002, 17.0597, 4.10593, -12.8644, 15.1091, 3.89927, -12.7339, 13.5533, 3.49486, -12.2616, 12.1066, 3.21457, -11.8664, 11.4858, 3.52405, -12.7925, 17.0789, 3.54315, -13.004, 15.5184, 3.4739, -12.6313, 13.9899, 3.23026, -11.9951, 13.025, 2.88717, -11.4446, 12.5788, 2.96603, -12.9848, 17.0982, 2.98035, -13.1434, 15.9278, 2.90605, -12.9802, 14.7604, 2.77988, -12.6725, 14.0466, 2.56647, -12.1999, 13.4541, 10.7511, 1.07986, -11.5511, 6.34092, -11.1262, -11.5502, -2.70873, 0.662489, 28.5743
2, 1.82364, 0.480956, 26.2182, 1.22092, 0.518833, 28.4373, 1.99881, 5.32317, 26.1831, 1.67762, -3.55536, 26.2474, 1.01083, 5.94867, 6.986, 0.91675, -2.41499, 7.1265, 2.88979, 4.60624, -9.62657, 2.55011, -4.88695, -9.62347, 2.13077, 5.43318, -12.2368, 1.99659, 4.75006, -11.7089, 1.54101, -4.47687, -11.8513, 1.22792, -4.89601, -11.4588, 10.3301, 1.81472, -12.0872, 9.83293, -0.576073, -11.5409, 7.62918, -9.89524, -12.1817, 6.3899, -11.3771, -11.2931, 2.13261, 0.374579, 36.476, 1.97307, 0.360266, 47.8646, 3.63216, 5.06854, 41.1236, 4.78359, 9.84862, 41.3329, 6.21218, 11.1823, 28.8208, 8.63181, 11.451, 18.2649, 8.74345, 11.6055, 17.6176, 0.603628, -4.01174, 41.5305, 0.405837, -8.92835, 41.6119, 2.02101, -11.0316, 29.0641, 4.06604, -12.4042, 18.4965, 4.07386, -12.4933, 17.8386, 2.2792, 0.338572, 52.2048, 4.75644, 0.730016, 58.0645, 9.08768, 10.9476, 16.6991, 9.67694, 10.4954, 15.8695, 10.2131, 10.0226, 15.0157, 10.7761, 9.58692, 14.1594, 9.25452, 11.3363, 16.8207, 9.5152, 11.697, 15.31, 9.40935, 11.8737, 13.7488, 8.9303, 11.884, 12.2487, 8.51488, 11.8209, 11.5827, 8.87375, 11.7858, 16.8623, 9.19954, 12.2366, 14.974, 9.06511, 12.3587, 13.4097, 8.54054, 12.2428, 11.9293, 8.10289, 12.0767, 11.2963, 8.49298, 12.2353, 16.9039, 8.75366, 12.596, 15.3933, 8.56576, 12.7029, 13.8334, 8.07315, 12.5626, 12.7691, 7.55839, 12.3451, 12.2144, 8.11221, 12.6848, 16.9456, 8.3077, 12.9553, 15.8126, 8.1904, 12.9453, 14.6373, 7.90688, 12.7604, 13.9265, 7.44768, 12.4288, 13.3795, 4.69872, -11.9743, 16.9811, 5.40704, -11.8187, 16.1361, 6.06871, -11.6652, 15.2536, 6.61356, -11.5463, 14.2898, 4.64126, -12.4068, 17.039, 4.65984, -12.6181, 15.4784, 4.55835, -12.5059, 13.911, 4.3144, -12.087, 12.4126, 4.11396, -11.7411, 11.7342, 4.08314, -12.5989, 17.0583, 4.10634, -12.8629, 15.1077, 3.89945, -12.7323, 13.552, 3.49502, -12.2599, 12.1052, 3.21479, -11.8648, 11.4845, 3.52501, -12.7909, 17.0777, 3.5436, -13.0022, 15.5171, 3.4741, -12.6294, 13.9888, 3.23041, -11.993, 13.024, 2.88732, -11.4424, 12.5779, 2.96689, -12.983, 17.0971, 2.98082, -13.1414, 15.9266, 2.90628, -12.978, 14.7593, 2.78001, -12.6703, 14.0456, 2.56649, -12.1976, 13.4531, 10.7495, 1.07651, -11.5517, 6.34022, -11.1245, -11.5502, -2.71111, 0.662072, 28.5742
3, 1.82252, 0.481459, 26.2182, 1.21991, 0.519404, 28.4373, 1.99726, 5.32369, 26.1828, 1.67685, -3.55487, 26.2476, 1.00928, 5.94919, 6.9857, 0.915985, -2.4145, 7.12671, 2.88808, 4.606, -9.62683, 2.54935, -4.88646, -9.62327, 2.12958, 5.43344, -12.2371, 1.99517, 4.75029, -11.7092, 1.54044, -4.47615, -11.8511, 1.2273, -4.8953, -11.4587, 10.328, 1.81298, -12.0869, 9.8302, -0.577758, -11.541, 7.62837, -9.89478, -12.1815, 6.38896, -11.3767, -11.2931, 2.13305, 0.374654, 36.4758, 1.97684, 0.358115, 47.8645, 3.63441, 5.06756, 41.1239, 4.78864, 9.84694, 41.3339, 6.21938, 11.1806, 28.822, 8.64176, 11.4494, 18.2667, 8.75349, 11.6039, 17.6195, 0.605133, -4.01251, 41.5299, 0.407342, -8.92912, 41.6113, 2.02042, -11.0318, 29.0632, 4.06721, -12.4043, 18.4959, 4.07502, -12.4934, 17.8379, 2.28386, 0.335752, 52.2046, 4.76008, 0.726959, 58.0648, 9.09777, 10.946, 16.701, 9.68777, 10.4943, 15.8716, 10.2255, 10.0226, 15.0182, 10.7902, 9.58847, 14.1622, 9.26463, 11.3347, 16.8226, 9.52552, 11.6953, 15.3119, 9.41999, 11.8723, 13.7507, 8.94136, 11.8831, 12.2505, 8.52617, 11.8204, 11.5843, 8.8839, 11.7842, 16.8641, 9.20995, 12.235, 14.9759, 9.07579, 12.3571, 13.4115, 8.5515, 12.2416, 11.931, 8.11397, 12.0759, 11.2978, 8.50316, 12.2337, 16.9057, 8.76405, 12.5944, 15.3951, 8.57644, 12.7016, 13.8352, 8.08403, 12.5618, 12.7707, 7.56931, 12.3449, 12.2157, 8.12242, 12.6832, 16.9473, 8.31807, 12.9537, 15.8143, 8.20092, 12.944, 14.639, 7.91749, 12.7594, 13.9281, 7.45832, 12.4283, 13.3808, 4.70003, -11.9746, 16.9805, 5.40847, -11.8192, 16.1355, 6.07034, -11.666, 15.2532, 6.61534, -11.547, 14.2894, 4.64246, -12.4071, 17.0384, 4.66102, -12.6184, 15.4778, 4.55972, -12.5063, 13.9103, 4.31617, -12.0875, 12.4119, 4.116, -11.7417, 11.7334, 4.08429, -12.599, 17.0577, 4.10747, -12.8631, 15.1071, 3.9007, -12.7324, 13.5514, 3.49651, -12.2598, 12.1046, 3.21644, -11.8645, 11.4839, 3.52612, -12.7909, 17.0771, 3.54469, -13.0022, 15.5165, 3.47537, -12.6292, 13.9882, 3.23189, -11.9926, 13.0235, 2.88895, -11.4418, 12.5776, 2.96796, -12.9828, 17.0964, 2.98187, -13.1413, 15.926, 2.90726, -12.9776, 14.7587, 2.7809, -12.6696, 14.0452, 2.56727, -12.1965, 13.4531, 10.7471, 1.0746, -11.5515, 6.3393, -11.124, -11.5503, -2.71213, 0.662305, 28.5744
4, 1.82109, 0.482688, 26.2184, 1.21849, 0.520634, 28.4375, 1.99584, 5.32492, 26.1831, 1.67543, -3.55364, 26.2479, 1.00931, 5.95136, 6.98589, 0.915602, -2.41463, 7.12681, 2.88652, 4.6074, -9.62676, 2.54835, -4.88431, -9.62356, 2.12818, 5.43565, -12.2368, 1.9935, 4.75246, -11.7091, 1.53994, -4.47323, -11.8515, 1.22663, -4.8924, -11.4592, 10.325, 1.81151, -12.0879, 9.82617, -0.579104, -11.5424, 7.62665, -9.89322, -12.1821, 6.38673, -11.375, -11.2943, 2.13296, 0.374312, 36.4759, 1.98014, 0.353002, 47.8646, 3.63539, 5.06537, 41.1255, 4.79044, 9.84453, 41.336, 6.22502, 11.1755, 28.8242, 8.65065, 11.4432, 18.2697, 8.76238, 11.5977, 17.6224, 0.606824, -4.01507, 41.5286, 0.407829, -8.93165, 41.6083, 2.02091, -11.0343, 29.0602, 4.06891, -12.4058, 18.493, 4.07672, -12.4949, 17.8351, 2.28809, 0.329119, 52.2046, 4.76333, 0.719344, 58.0653, 9.10666, 10.9397, 16.7039, 9.69666, 10.4881, 15.8746, 10.2343, 10.0163, 15.0211, 10.7991, 9.58222, 14.1652, 9.27352, 11.3284, 16.8255, 9.53441, 11.6891, 15.3149, 9.42903, 11.8662, 13.7537, 8.9507, 11.8775, 12.2533, 8.53569, 11.8152, 11.5871, 8.89278, 11.778, 16.8671, 9.21883, 12.2287, 14.9788, 9.08471, 12.3512, 13.4145, 8.56045, 12.2364, 11.934, 8.12287, 12.0713, 11.3006, 8.51204, 12.2275, 16.9087, 8.77293, 12.5881, 15.398, 8.58544, 12.6956, 13.8382, 8.09315, 12.5563, 12.7736, 7.57847, 12.3397, 12.2184, 8.13131, 12.677, 16.9502, 8.32695, 12.9475, 15.8173, 8.20984, 12.938, 14.642, 7.92643, 12.7537, 13.9309, 7.46725, 12.4229, 13.3834, 4.70173, -11.9761, 16.9776, 5.41026, -11.8208, 16.1327, 6.07232, -11.6677, 15.2505, 6.61759, -11.5487, 14.2869, 4.64416, -12.4086, 17.0355, 4.66272, -12.62, 15.4749, 4.56164, -12.5079, 13.9075, 4.31859, -12.0891, 12.4089, 4.11883, -11.7433, 11.7303, 4.08599, -12.6005, 17.0549, 4.10917, -12.8646, 15.1042, 3.90259, -12.7339, 13.5485, 3.49879, -12.2614, 12.1016, 3.21902, -11.866, 11.4807, 3.52782, -12.7924, 17.0742, 3.54638, -13.0038, 15.5136, 3.47707, -12.6306, 13.9853, 3.23357, -11.9937, 13.0209, 2.89061, -11.4426, 12.5752, 2.96965, -12.9843, 17.0936, 2.98357, -13.1428, 15.9232, 2.90892, -12.979, 14.7559, 2.78253, -12.6707, 14.0424, 2.56889, -12.1973, 13.4506, 10.7439, 1.07285, -11.5526, 6.33718, -11.1223, -11.5514, -2.71355, 0.663535, 28.5746
5, 1.81961, 0.483273, 26.2187, 1.21677, 0.521349, 28.4378, 1.995, 5.32548, 26.1833, 1.67342, -3.55303, 26.2483, 1.00996, 5.95516, 6.98615, 0.916982, -2.41557, 7.12699, 2.8846, 4.61029, -9.62671, 2.55117, -4.88179, -9.62374, 2.12691, 5.44031, -12.2364, 1.99171, 4.75699, -11.7089, 1.54311, -4.46981, -11.8516, 1.22963, -4.889, -11.4595, 10.321, 1.80996, -12.0891, 9.82038, -0.580532, -11.5447, 7.62825, -9.89151, -12.1831, 6.3878, -11.3732, -11.2958, 2.1318, 0.372903, 36.476, 1.98143, 0.345603, 47.8647, 3.63652, 5.06108, 41.1278, 4.79341, 9.83977, 41.3389, 6.23014, 11.1708, 28.8274, 8.65684, 11.4373, 18.273, 8.76879, 11.5917, 17.6258, 0.605554, -4.01873, 41.5267, 0.405672, -8.93531, 41.6048, 2.01542, -11.0346, 29.0556, 4.0631, -12.406, 18.4884, 4.07091, -12.4952, 17.8305, 2.28999, 0.319869, 52.2047, 4.76365, 0.70981, 58.0661, 9.11286, 10.9336, 16.7074, 9.70399, 10.4827, 15.8784, 10.2442, 10.0125, 15.0257, 10.8117, 9.58086, 14.1703, 9.27992, 11.3222, 16.829, 9.54132, 11.6827, 15.3184, 9.4363, 11.8601, 13.7573, 8.95818, 11.872, 12.2568, 8.54323, 11.8101, 11.5905, 8.89944, 11.7719, 16.8705, 9.22613, 12.2225, 14.9823, 9.09238, 12.3453, 13.418, 8.56835, 12.231, 11.9373, 8.13082, 12.0662, 11.3038, 8.51896, 12.2217, 16.912, 8.78036, 12.5822, 15.4014, 8.59322, 12.69, 13.8416, 8.10104, 12.551, 12.7769, 7.58637, 12.3348, 12.2215, 8.13848, 12.6714, 16.9535, 8.33451, 12.9418, 15.8206, 8.21754, 12.9326, 14.6453, 7.93408, 12.7487, 13.9342, 7.47474, 12.4184, 13.3865, 4.6963, -11.9769, 16.973, 5.40502, -11.822, 16.1281, 6.06729, -11.6692, 15.246, 6.61291, -11.55, 14.2826, 4.63847, -12.4094, 17.0309, 4.65704, -12.621, 15.4704, 4.55614, -12.5091, 13.9029, 4.31337, -12.0905, 12.4042, 4.11379, -11.7447, 11.7256, 4.08019, -12.6009, 17.0503, 4.10338, -12.8654, 15.0997, 3.89695, -12.7347, 13.5439, 3.49337, -12.2618, 12.0971, 3.21371, -11.8662, 11.4763, 3.5219, -12.7925, 17.0696, 3.54048, -13.0042, 15.5091, 3.47137, -12.6308, 13.9808, 3.22797, -11.9935, 13.0166, 2.88496, -11.4422, 12.5713, 2.96362, -12.9841, 17.0889, 2.97755, -13.1428, 15.9186, 2.9029, -12.9789, 14.7513, 2.77644, -12.6705, 14.0379, 2.56264, -12.1969, 13.4463, 10.7393, 1.07074, -11.5541, 6.33835, -11.1204, -11.5529, -2.71526, 0.664768, 28.5744
6, 1.81859, 0.483953, 26.2189, 1.21552, 0.522159, 28.4379, 1.99462, 5.32614, 26.1834, 1.67186, -3.55233, 26.2486, 1.01005, 5.9578, 6.98631, 0.919819, -2.41768, 7.12694, 2.87985, 4.61254, -9.62707, 2.554, -4.8839, -9.6238, 2.1223, 5.44335, -12.2365, 1.9868, 4.76002, -11.7092, 1.54648, -4.47079, -11.8517, 1.23287, -4.89011, -11.4599, 10.3145, 1.80867, -12.0907, 9.81268, -0.581638, -11.5466, 7.63103, -9.89309, -12.1843, 6.3902, -11.375, -11.298, 2.13095, 0.372679, 36.4761, 1.98282, 0.342485, 47.8648, 3.63786, 5.05925, 41.1288, 4.79475, 9.83794, 41.3398, 6.23143, 11.1702, 28.8285, 8.65906, 11.4358, 18.2744, 8.77114, 11.5903, 17.6271, 0.604516, -4.01984, 41.526, 0.404635, -8.93642, 41.604, 2.01263, -11.0343, 29.0544, 4.06098, -12.4037, 18.487, 4.06882, -12.4928, 17.8291, 2.29194, 0.31574, 52.2048, 4.76463, 0.704698, 58.0666, 9.1153, 10.9322, 16.7087, 9.70689, 10.4816, 15.8799, 10.248, 10.012, 15.0275, 10.8166, 9.58133, 14.1723, 9.28239, 11.3207, 16.8304, 9.54412, 11.6814, 15.3199, 9.4394, 11.8591, 13.7588, 8.96155, 11.8715, 12.2582, 8.5467, 11.81, 11.5918, 8.90197, 11.7705, 16.8719, 9.22907, 12.2212, 14.9838, 9.09573, 12.3442, 13.4195, 8.57214, 12.2304, 11.9386, 8.13479, 12.0659, 11.3049, 8.52154, 12.2203, 16.9134, 8.78327, 12.5809, 15.4029, 8.59641, 12.689, 13.843, 8.10435, 12.5504, 12.7782, 7.58967, 12.3346, 12.2227, 8.14112, 12.6701, 16.9548, 8.33739, 12.9405, 15.822, 8.22062, 12.9317, 14.6466, 7.93725, 12.7481, 13.9354, 7.47792, 12.4183, 13.3874, 4.69442, -11.9747, 16.9717, 5.40326, -11.82, 16.1269, 6.06564, -11.6672, 15.2449, 6.6114, -11.5477, 14.2816, 4.63646, -12.4072, 17.0296, 4.65508, -12.6188, 15.4691, 4.55434, -12.5067, 13.9016, 4.31182, -12.0879, 12.403, 4.11239, -11.742, 11.7243, 4.07811, -12.5986, 17.0489, 4.10137, -12.863, 15.0983, 3.89504, -12.732, 13.5426, 3.49157, -12.2589, 12.0958, 3.21196, -11.8631, 11.4751, 3.51977, -12.79, 17.0682, 3.53839, -13.0016, 15.5077, 3.46945, -12.6278, 13.9795, 3.22615, -11.9901, 13.0155, 2.88316, -11.4386, 12.5705, 2.96143, -12.9814, 17.0875, 2.97539, -13.14, 15.9171, 2.90073, -12.9759, 14.7499, 2.77423, -12.6672, 14.0366, 2.56037, -12.1932, 13.4454, 10.7325, 1.06915, -11.5559, 6.34084, -11.1221, -11.5549, -2.71651, 0.666096, 28.5742
